138,101,35
138,101,34
138,101,35
138,101,34
138,101,35
138,101,36
137,101,35
138,101,34
137,101,35
137,101,35
137,101,34
137,101,33
137,101,34
137,101,34
137,101,35
137,101,35
137,101,36
137,101,35
137,101,36
138,101,37
138,101,38
138,101,38
138,101,38
138,101,39
138,101,39
138,101,39
138,101,40
138,101,40
138,101,40
139,101,40
139,101,39
139,101,39
138,101,39
138,101,38
138,101,38
138,101,38
139,101,39
138,101,40
138,101,40
139,101,40
138,101,40
138,101,40
139,101,40
139,101,40
139,101,41
139,101,42
139,101,41
139,101,40
139,101,41
139,101,40
139,101,40
139,101,40
139,101,41
139,101,40
139,101,39
139,101,39
139,101,39
139,101,39
139,101,39
139,101,39
139,101,39
139,101,39
139,101,37
139,101,37
138,101,36
138,101,36
138,101,36
139,101,36
139,101,36
139,101,38
139,101,38
140,101,37
140,101,39
140,101,43
141,101,40
141,101,41
141,101,40
142,101,39
142,101,38
142,101,36
142,101,35
142,101,34
143,101,34
143,101,33
143,101,34
143,101,33
144,101,33
144,101,32
144,101,33
144,101,33
144,101,34
144,101,41
144,101,48
144,101,52
144,101,51
145,101,39
145,101,36
145,101,36
145,101,35
145,101,34
145,101,35
145,101,35
145,101,36
145,101,35
146,101,35
146,101,37
146,101,36
146,101,36
146,101,37
146,101,36
146,101,37
146,101,38
146,101,36
147,101,36
147,101,36
147,101,36
147,101,38
147,101,36
147,101,36
147,101,37
147,101,38
147,101,37
147,101,36
148,101,37
148,101,37
148,101,38
148,101,37
148,101,37
148,101,36
148,101,36
148,101,36
148,101,37
148,101,38
149,101,38
149,101,38
149,101,37
149,101,36
149,101,36
149,101,35
149,101,38
149,101,37
149,101,37
149,101,35
149,101,35
150,101,36
150,101,34
150,101,34
150,101,36
150,101,35
150,101,33
150,101,33
150,101,33
150,101,33
150,101,28
150,101,33
150,101,32
151,101,33
151,101,32
151,101,33
151,101,32
151,102,33
151,101,32
151,101,32
151,101,31
151,101,31
151,101,32
151,101,31
151,102,31
151,101,31
151,101,31
151,101,31
151,101,31
151,101,30
151,101,30
151,101,29
151,101,30
151,101,30
151,101,30
151,101,29
150,101,29
150,101,28
150,101,30
150,101,36
150,101,35
150,101,35
150,101,38
150,101,34
150,101,31
150,101,29
150,101,29
150,100,30
150,100,29
150,100,30
150,100,30
150,100,30
150,100,29
150,100,30
150,100,29
150,100,28
150,100,29
150,100,31
150,99,30
150,99,28
150,99,28
150,99,28
150,99,29
150,99,27
150,99,26
149,99,27
149,98,27
149,98,27
149,98,29
149,98,29
149,98,27
149,98,27
149,98,27
149,98,27
149,98,28
149,97,28
149,97,29
148,97,28
148,97,25
148,97,31
148,97,26
148,97,25
148,97,26
148,97,25
147,97,26
148,97,24
147,97,23
147,96,23
147,96,24
147,96,25
147,96,25
147,96,24
147,96,24
146,96,23
147,96,23
146,96,23
146,96,22
146,96,22
146,96,22
146,96,22
146,95,22
146,95,22
146,95,22
146,95,22
146,95,22
146,95,21
146,95,22
146,95,23
146,95,23
146,95,23
146,95,23
146,95,22
146,95,22
146,94,22
146,94,22
146,94,23
147,94,22
147,94,22
147,94,21
147,94,21
147,94,22
147,94,21
147,94,22
147,94,21
147,94,21
147,93,21
147,93,20
147,93,20
147,93,20
147,93,20
147,93,20
147,93,20
147,93,20
147,93,21
147,93,21
147,92,21
