143,100,15
143,100,17
143,100,20
143,100,19
143,100,17
143,100,15
143,100,14
143,100,14
143,100,14
143,100,13
143,100,14
143,100,13
143,100,13
143,100,13
142,100,13
142,100,13
142,100,13
142,100,13
142,100,16
142,100,19
142,100,17
142,100,16
142,100,16
142,100,16
142,100,16
142,100,16
142,100,17
142,100,16
142,100,17
142,100,17
142,100,15
142,100,15
142,100,16
142,100,17
142,100,15
142,100,15
142,100,15
142,100,15
142,100,14
142,100,13
142,100,13
142,100,13
142,100,14
142,100,14
142,100,14
142,100,14
142,100,14
142,100,13
142,100,14
142,100,14
142,100,15
142,100,14
142,100,14
142,100,14
142,100,14
142,100,14
142,100,14
142,100,14
142,100,14
142,100,14
142,100,14
142,100,14
142,100,14
142,100,15
142,100,17
142,100,15
142,100,15
142,100,15
142,100,14
142,100,15
142,100,15
142,100,15
142,100,15
142,100,15
142,100,15
142,100,15
142,100,15
142,100,15
142,100,15
142,100,15
142,100,15
142,100,15
142,100,15
142,100,15
142,100,16
142,100,16
142,100,18
142,100,17
142,100,16
142,100,16
142,100,15
142,100,15
142,100,15
142,100,16
142,100,15
142,100,16
142,100,16
142,100,16
142,100,16
142,100,16
142,100,16
142,100,16
142,100,16
142,100,16
142,100,15
142,100,16
142,100,16
142,100,16
142,100,17
141,100,17
141,100,16
141,100,13
141,100,13
141,100,14
140,100,14
140,100,13
140,100,13
140,100,14
139,100,14
138,100,13
138,100,14
138,100,14
137,100,15
137,100,14
137,100,15
137,100,14
136,100,14
136,100,13
136,100,14
136,100,14
135,100,14
135,100,14
135,100,14
135,100,14
135,100,14
135,100,14
135,100,15
134,100,14
134,100,14
134,100,15
134,100,14
134,100,14
134,100,15
134,100,14
133,100,13
133,100,13
133,100,12
133,100,13
133,100,13
133,100,12
133,100,13
132,100,13
132,100,13
132,100,13
132,100,13
132,100,12
132,100,12
132,100,13
132,100,13
132,100,13
132,100,13
131,100,13
131,100,12
131,100,12
131,100,12
131,100,12
131,100,13
131,100,13
131,100,12
131,100,13
130,100,12
130,100,12
130,100,12
130,100,12
118,97,40
118,97,40
118,97,39
118,97,38
118,97,37
118,97,37
118,97,37
119,97,37
119,97,37
119,97,37
119,97,36
119,97,37
120,97,36
120,97,36
120,97,37
120,97,37
120,97,36
121,97,37
121,97,37
121,97,37
121,97,37
121,97,37
121,97,37
122,97,37
122,97,37
122,97,37
122,97,37
122,97,38
122,97,37
123,97,37
123,97,38
123,97,38
