101,101,40
102,101,39
102,101,37
102,101,34
103,101,33
103,101,33
103,101,32
104,101,34
104,101,35
104,101,33
105,101,36
105,101,32
105,101,30
105,101,28
106,101,28
106,101,27
106,101,27
106,101,27
107,101,27
107,101,27
107,101,27
107,101,27
107,101,27
108,101,28
108,101,27
108,101,27
108,101,28
108,101,27
109,101,27
109,101,27
109,101,28
109,101,27
109,101,27
110,101,28
110,101,29
110,101,27
110,101,27
110,101,27
111,101,26
111,101,26
111,101,26
111,101,26
111,101,26
111,101,26
111,101,26
112,101,26
112,101,26
112,101,26
112,101,27
112,101,26
112,101,25
113,101,25
113,101,25
113,101,25
113,101,25
113,101,26
113,101,25
113,101,25
113,101,25
114,101,25
114,101,25
114,101,28
114,101,28
114,101,27
114,101,27
114,101,26
114,101,26
114,101,25
115,101,26
115,101,26
115,101,25
115,101,27
115,101,27
115,101,26
115,101,26
115,101,26
116,101,27
116,101,27
116,101,26
116,101,26
116,101,26
116,101,26
116,101,25
116,101,26
116,101,26
116,101,26
117,101,26
117,101,26
117,101,25
117,101,25
117,101,26
117,101,27
117,101,27
117,101,26
117,101,26
117,101,26
117,101,26
118,101,26
118,101,26
118,101,25
118,101,25
118,101,26
118,101,26
118,101,25
118,101,26
118,101,26
118,101,26
118,101,26
118,101,26
118,101,27
119,101,26
119,101,26
119,101,26
119,101,26
119,101,26
119,101,26
119,101,26
119,101,26
119,101,25
119,101,24
119,101,25
119,101,24
119,101,24
119,101,24
119,101,24
120,101,24
120,101,24
120,101,23
120,101,24
120,101,23
120,101,23
120,101,24
120,101,23
120,101,23
120,101,23
120,101,24
120,101,23
120,101,23
120,101,23
120,101,23
120,101,23
120,101,23
120,101,23
120,101,24
120,101,24
120,101,23
120,101,23
120,101,24
121,101,23
121,101,24
121,101,23
121,101,23
121,101,23
121,101,23
121,101,23
121,101,23
121,101,23
121,101,23
121,101,22
121,101,23
121,101,23
121,101,23
121,101,23
121,101,22
121,101,23
121,101,24
121,101,23
121,101,23
